x,y
4.232883324486317100e+00,2.551247502598551264e+01
3.333877737131761609e+00,1.689713460673861789e+01
-1.933518838343585289e-01,3.267443906371441997e+00
1.517680288460993898e+00,3.034409697648977611e-01
5.636042850600881948e+00,8.530935609755741211e+01
3.191897127798871914e+00,1.622232851080562455e+01
2.539699830516136903e+00,5.326540750799556356e+00
9.077185437489321274e+00,5.842796476824535148e+02
7.358144279199325233e+00,3.098963330532312170e+02
7.716867517470422655e-01,3.179114406353130029e+00
5.811626988812194305e+00,1.393698035232196446e+02
2.356468084789637096e+00,2.630295794783260810e+00
9.060125643775371884e+00,5.772767850283860298e+02
4.790314777988692541e+00,6.785323860334599999e+01
7.486988397844990040e+00,3.361524606304527083e+02
3.237313372532502509e+00,1.330626530014300180e+01
5.684297534161966148e+00,1.621357946243267918e+02
7.012794000307574827e+00,3.027488409328389025e+02
1.734844907018544768e+00,3.943963403941926904e-01
3.173966273744235345e+00,3.251831695008891643e+01
9.699025936920650182e+00,8.592728826084253342e+02
5.827028725093208017e+00,1.390179916926553290e+02
6.319282370967580498e-01,2.757470034325850250e+00
2.980151775327070762e+00,6.502339431103351330e+00
8.710773634575270208e+00,5.280673137338958441e+02
6.166166845299709820e+00,1.537484761839031648e+02
2.923830271905457634e-01,4.501510473000291945e+00
9.438257582781158561e+00,6.374904380677601239e+02
1.282417241914066475e+00,5.500392809675712646e-01
3.732618924253838788e+00,2.213891411158835965e+01
9.418314622166921168e+00,7.820365116316671674e+02
4.628165034722552029e+00,5.175231294894048517e+01
2.312161019876417534e+00,2.724905411970007130e+00
9.046180113627386277e+00,6.763838109020204001e+02
4.804974638625014727e+00,1.021145763552632673e+02
8.456594760195418559e+00,4.623563342806600645e+02
5.046372863138129716e+00,8.427760170628984326e+01
3.130361912398900603e+00,2.405831726112357671e+01
2.703198382374973008e+00,8.145200252051694179e+00
8.670330957407742289e+00,5.089656330090081724e+02
2.808205461240603995e+00,3.478527793908766430e+00
7.628272110040356324e+00,3.380536812325573806e+02
9.629532691596830674e+00,8.083431070452967333e+02
7.468611768405293283e+00,3.017153876203136633e+02
1.202008290483563835e+00,-4.269911511439555829e-02
7.312143585108908717e+00,2.954690380387697246e+02
3.600375445603695379e+00,2.007630640979900960e+01
9.396940379346830241e+00,8.526072846537521173e+02
2.499608852349302524e+00,5.801108408405626804e+00
1.422452467392801845e+00,3.843181324669929233e-01
4.020646417724134558e+00,3.296411341304782638e+01
4.423482358245466983e+00,4.518162143762289418e+01
6.643439237927729835e+00,2.543914810765940899e+02
1.325285983603451956e-01,2.337056921549731658e+00
1.769537265839406848e+00,5.248301889822895583e-02
2.352498999215529185e+00,2.862646322470826732e+00
7.307112408883925880e+00,2.910668941487966777e+02
2.035417314874440109e+00,2.102765280758382982e+00
5.732883828512832736e+00,1.322076501794481089e+02
4.295725680658627255e+00,5.791943519678488883e+01
4.131422462881378266e+00,4.086867154280163561e+01
5.115920873122724588e-01,7.691837304634395744e-01
9.048248264540561081e+00,6.715235841258077016e+02
9.556789590929575695e+00,6.977967667470873039e+02
7.184375274534963829e+00,2.882870474050769189e+02
4.242455350663449032e+00,3.998841344289572675e+01
6.847673863602490307e-01,3.415801507428981143e+00
8.096503779750496843e-01,1.447458718069798422e+00
8.789148384810985704e+00,7.053705026873657289e+02
6.445702426522434081e+00,2.192380323359651868e+02
3.951210047180009344e+00,3.688160580380371556e+01
9.661388580586619312e+00,7.631364215343178330e+02
1.533085267035209087e+00,2.604664892918468477e-01
-1.815429860180048371e-02,4.669252824049699768e+00
1.293519809342837723e+00,-1.388323807629696094e-01
4.656512739578504423e+00,8.010333905794266229e+01
2.052542306388982940e+00,6.211034237116570544e+00
8.339324617841279874e+00,4.739302396762668650e+02
3.098433271032673963e-01,4.618149248470354351e+00
1.778020242764506653e+00,1.193761748595235650e-01
5.554543691185752863e+00,1.244372939427833273e+02
2.202493536406318064e+00,2.284589950098220967e+00
8.590614916660253897e+00,5.084988622205745514e+02
5.728787298847138665e+00,1.574939301349577931e+02
3.401768489178321087e+00,2.048851196789642515e+01
7.739441531046829859e+00,4.615829510671666185e+02
1.224445973877812621e+00,5.897385805712752616e-01
7.163713068738687184e+00,2.655589768545619336e+02
5.283737575847375467e+00,6.642835020816870895e+01
4.894898524156157116e+00,1.078141545675598394e+02
1.654799301759547703e+00,3.682967659199773425e-01
4.536339384767440031e+00,6.402621953597981985e+01
6.842892942897542241e+00,2.895532635905515235e+02
3.664626167837611970e+00,2.951658037705423254e+01
8.014817518333382518e-01,1.548862539734888522e+00
1.702717646238762761e+00,1.502024989555787726e-01
4.237503774859477934e-01,3.860258919880276807e+00
9.055607274854139632e+00,5.988076912932699543e+02
2.552177472573812445e+00,3.776435339383157341e+00
4.759207903134429429e+00,8.735404035927501809e+01
9.563299876815062106e+00,7.405757223972852898e+02
5.099818140949555989e+00,1.016867169655656937e+02
5.139087635130681342e+00,6.579436354013391508e+01
-1.832967173075166767e-01,4.748626412378451178e+00
6.229628738250838182e+00,2.144608633087094347e+02
3.927633581916868621e+00,5.131998754665202256e+01
7.571680715994382638e+00,4.126031392749599718e+02
1.875734787753114752e+00,9.200808275287614135e-01
9.399735254683754704e+00,6.817062771391312026e+02
9.379825663457312501e+00,7.007184434853968469e+02
5.271762082123429671e+00,1.150898882569592843e+02
9.968871367277674089e-01,1.308323460521501724e+00
8.798955396160103248e+00,5.360945318866172329e+02
3.047865653292501698e+00,6.698942916472568676e+00
2.858906286929272955e+00,5.624799855150250494e+00
1.254486768322815582e+00,4.556149015926489465e-01
3.147743227329444782e+00,9.513405208278193470e+00
7.442371808201712291e+00,3.586674092546461452e+02
7.040396801580424579e+00,2.658720613692898951e+02
5.390758835427964968e+00,1.499795008273102894e+02
5.740100330425852881e+00,1.357987199792192996e+02
9.587739528582508441e+00,8.528893692079844868e+02
3.693834544479107862e+00,3.633364076522556019e+01
5.800793887119065850e+00,1.696510522374087770e+02
2.208626855039336867e+00,1.995206113137279802e+00
2.593159063222910454e+00,2.952816667462416778e+00
3.431381655137337283e+00,2.816698413152267833e+01
9.888890459914602360e+00,8.184384540979937128e+02
7.991106218379888659e+00,3.642078702380258051e+02
1.223758009123945056e+00,1.379536780742344870e+00
9.146463976280829300e+00,6.452189238121673043e+02
7.453383125007886356e+00,2.925296500975892400e+02
9.491296521479362980e+00,6.570366047090703887e+02
6.945407058700617808e-01,2.798929297935885518e+00
9.868164325095706957e+00,7.688804552103650849e+02
1.781114192486771719e+00,2.406853654091032801e+00
5.740671026557462753e+00,1.582247428565524103e+02
3.015119967593778316e+00,7.410737251373706869e+00
9.496804685776877974e+00,7.272892881736635218e+02
5.791792259691285416e+00,1.377160291492652675e+02
4.313339584883553179e+00,6.665203096496244939e+01
8.729424196483156706e+00,4.873329920546967173e+02
2.314356318729668516e+00,1.409410822242799011e+00
1.380073303297778775e+00,5.185672562093268656e-01
2.381230735333598858e+00,8.692053891952136624e+00
4.762497006300122848e+00,6.264487161984045116e+01
7.436824434077218271e+00,2.922648718435124806e+02
2.333219480668215162e+00,2.129972359964139361e+00
3.820023693436346957e+00,4.556097776617409068e+01
7.828223243831523348e+00,3.675534173267444089e+02
2.309338297505049820e+00,5.971673562183380746e+00
4.081256314423930220e+00,3.429731776236825169e+01
4.656217654897345959e+00,6.807865826363914152e+01
6.043775236931451467e+00,1.492989249818389510e+02
-8.631762602094339432e-02,2.209035331901580523e+00
4.879453283865197832e+00,7.930897503735883447e+01
2.467152283859837425e+00,4.470480568548523159e+00
4.475771001892324463e+00,4.317522579675943462e+01
5.816551338637255597e+00,1.537579742967282073e+02
9.067465547290241901e+00,6.172005360695011404e+02
9.674072853784011272e+00,7.902339537224852393e+02
3.318781980503019646e+00,1.962081127126384672e+01
7.859123683002083638e+00,3.400311986578902292e+02
2.584123334553177997e+00,8.056144757284224411e+00
8.925572701238698725e-01,1.548335910977852281e+00
9.698202083258966155e+00,7.151687972752697533e+02
6.919386023768240968e+00,2.664399788388060983e+02
6.239100494680252851e+00,1.700105795634158028e+02
6.380179139274832600e+00,1.781247273697092908e+02
5.501899456047580905e+00,8.986390052902029879e+01
4.102147661741716078e+00,3.123305165747763112e+01
2.107219346959757544e+00,-2.238638776718805401e-01
6.112352311498627344e+00,1.714352336478464167e+02
8.431327325092489167e-01,1.335748566250450353e-01
2.693693425222797089e+00,4.631606622775560567e+00
5.079253985163745710e+00,1.062044236225219294e+02
8.430864331480691476e+00,4.768869182501134674e+02
8.157102275901980448e+00,4.224818635347550639e+02
5.310376202550343372e+00,1.027779800458103239e+02
3.427572541362873260e+00,1.018903217962742858e+01
9.270255818185095364e+00,6.848436622049549669e+02
8.149112780486502672e+00,3.671667369461271733e+02
4.274382515500187552e+00,4.431159572402150104e+01
1.322376140426880786e+00,6.675056074209897439e-01
8.700813282607313681e+00,5.944720299278150151e+02
9.073396096222316132e+00,7.472314143898240673e+02
2.930230555078393362e+00,6.176295173471948452e+00
3.313771639173888506e+00,1.915861166168922836e+01
7.140500126490897159e+00,2.068340835426020021e+02
1.382634428803964921e+00,2.048274365138957887e-01
7.757118098198628076e+00,3.243200084542842205e+02
4.113538197930481921e+00,3.899739343019497539e+01
5.087661156657123485e+00,1.787778404711368125e+02
8.763484915393126684e+00,4.819540125116172931e+02
9.427310071823773896e+00,6.004724040815558510e+02
6.440332273776382621e+00,2.302707793875558195e+02
6.351801358840512002e+00,1.629004078306847134e+02
8.857535810323927450e+00,7.300996010578661526e+02
4.449481787141282396e+00,7.442414049383998531e+01
7.027115765675763237e-01,3.056217166980542022e+00
1.559091290204211555e+00,1.216388529236472671e+00
7.744253696168428291e+00,4.677510207840265934e+02
8.003700183410812130e+00,3.517409918927671697e+02
6.952938866327668777e+00,3.352142152455251676e+02
8.637481215876743335e+00,5.488865953661307913e+02
3.425301409256825025e+00,2.143364163533293976e+01
4.385947661841239409e+00,4.781127169288723877e+01
8.475188732343530873e+00,5.019281706033936530e+02
2.166983287555495075e+00,2.905848351397469109e+00
6.500628213659378041e+00,2.082756132601555237e+02
8.422232695568492744e+00,5.730241853664082328e+02
1.641836252440899813e+00,7.779722192566668193e-01
3.208539773669504491e+00,1.150063841166583956e+01
8.591316460154986956e+00,5.187890380830480126e+02
3.969853052498546475e+00,3.064286463890841361e+01
6.123343419330153026e+00,2.515077186313823177e+02
1.048617816671246317e+00,-2.896031096242456249e-01
9.422262444357672351e+00,6.082220490628087646e+02
7.369850778473687747e-01,3.015557064187499137e+00
8.322317937685292932e+00,4.699052157635252911e+02
3.887864053544768939e-01,3.144328143341928783e+00
8.637642290828688729e+00,4.929357841348725628e+02
5.716997713642234302e+00,1.202099156281562102e+02
1.412135145748187215e+00,7.172177874418743659e-01
4.724145052348381668e+00,6.171587708830958974e+01
1.224591117541143692e+00,1.484022869502975572e+00
2.976390828517749387e+00,6.236422082813925627e+00
4.345710009756954761e+00,4.587884114032665650e+01
9.018106005997216457e+00,6.933535361027481940e+02
7.651217027830076844e+00,2.452840642776228606e+02
3.570017751997744959e+00,9.624404065892571580e+00
7.307495018247259111e+00,4.038827184920268110e+02
4.713364887544421400e+00,7.006232855110448554e+01
1.386869290614275663e+00,4.126092328915071383e-01
7.926768185001282774e+00,3.267683140705957499e+02
5.427373852177087343e+00,1.118400895307455869e+02
2.562785222765718629e+00,7.199482740176342821e-01
1.110260969479293536e+00,5.057727142103347617e-01
4.016185518562232382e+00,3.219681733731771800e+01
4.886410412977647333e+00,8.330580923985576192e+01
8.378876808931778442e+00,4.529891985487680586e+02
2.371115862233614369e+00,6.331721666391933567e+00
5.456405120241542228e+00,1.177544877798247995e+02
1.482995698801039985e+00,3.631127617313186784e-01
7.456409529123034119e+00,3.579569532194730641e+02
1.024630119117775706e+01,8.012941488157503045e+02
8.098132329984293776e+00,4.778993906052999705e+02
3.273143429021216466e+00,3.355255469704455606e+01
3.996070659535246872e+00,5.689689174523136472e+01
4.652292030684272994e+00,6.449381241133109199e+01
4.370582207957370180e+00,4.666496285819111023e+01
9.962405525077295820e-01,5.370474526096951084e-01
4.520552840662082517e+00,5.481305835852671748e+01
1.900431137169849682e+00,-9.436299979713130837e-02
3.090234719599876723e+00,4.793844421079374030e+00
3.439512917298411576e+00,2.360432919869112212e+01
9.962186801507320055e-01,1.775859602776450608e+00
8.591532451556625816e+00,5.611385207577772007e+02
3.600601349914933635e+00,1.840278236913000853e+01
4.166887764140082773e+00,4.867209928614543202e+01
7.195121338365098040e+00,3.174925339421042736e+02
-2.166542618363231920e-02,2.671900232257349739e+00
1.064418924939528610e+00,9.797445765505108373e-01
6.292791831193471630e+00,1.967735631291842253e+02
4.049773619972786953e+00,2.362773627931617071e+01
7.528243602913986088e+00,3.568445038181025666e+02
9.763113334606734028e+00,8.562425802067391487e+02
2.151129036763923086e+00,2.255006822264223665e+00
8.310342253377552169e+00,4.246950820330565080e+02
1.137498725424987978e+00,1.393089393867249726e+00
5.447797590889909003e-01,2.273093530613125690e+00
5.514343168156198516e+00,1.306424314683133616e+02
5.406032828583376748e+00,9.961960104962167861e+01
8.715615047686178229e+00,6.134959972446506526e+02
3.594594112157218468e+00,3.873342138113910949e+01
2.012188455435808265e+00,-3.621395633873868425e-01
7.868461383833007972e+00,4.589808211851243982e+02
5.816462520537809766e+00,1.844326702193865515e+02
5.632895042248902140e-01,1.233598716246127491e+00
3.058533790297429666e-02,4.277112745753028911e+00
2.352104829335173175e+00,6.177681819089761994e+00
7.176711205423220719e-01,2.215011803152094227e+00
4.784482588679490611e-01,1.985469894945537828e+00
3.639451679799640793e+00,1.961768544739499021e+01
9.827047593415112914e+00,6.975234604234864264e+02
4.125403566833705682e+00,2.258769423254227249e+01
3.297043205469435634e+00,1.842140573022673422e+01
9.314599339842363435e+00,8.279501419123608912e+02
6.827961223998324947e+00,2.332551366697128401e+02
1.755995727701117559e+00,2.113180484742516740e-01
1.766398777729454528e+00,7.555733548158848345e-01
1.031214769806876097e+00,6.858501344409373424e-01
8.843233972495710304e+00,5.714703060213452090e+02
7.680655843741278410e+00,4.994543321182341629e+02
6.293708697713027433e-01,4.259066968318645507e+00
7.238030777534623539e+00,3.651787440416146069e+02
6.519934556084823640e+00,2.697494678668340953e+02
1.050006791691513008e+00,1.409450951722401646e+00
6.500473128032137282e+00,2.052205762618098959e+02
5.762768899564346015e+00,1.387653993168523812e+02
4.093604035697140375e+00,4.574755143072391661e+01
6.342551120603703296e+00,2.126632715022271327e+02
1.567472863807363614e+00,1.253142094016714614e+00
6.189351539683808134e+00,2.056507879588315291e+02
4.749363596184380754e+00,7.055223963608143833e+01
3.149037229668808724e+00,9.989745280755663259e+00
6.856047404563645031e+00,1.876837668406296018e+02
4.075390949638449278e+00,4.376671322115983997e+01
4.554447119659015719e+00,7.043485214571617803e+01
2.200053337789244612e+00,8.093170014119492883e-01
7.097481661736849468e+00,2.271286223806374949e+02
3.853693810064241720e+00,2.421770405205614551e+01
5.290742575583958995e+00,1.131166717660024545e+02
6.201251679426534658e+00,2.044306452200962099e+02
2.692139694828689311e+00,7.332057716903666922e+00
8.314663749268845550e+00,4.605888284102547345e+02
9.490967497225291538e+00,7.154084391428010576e+02
3.362730170309266242e+00,2.250831545155928026e+01
4.327737727126620193e+00,6.085955689408827851e+01
5.574548432771604389e+00,1.247726307413856830e+02
8.728182753424169604e+00,5.833706627636061057e+02
9.534481523627748700e+00,8.408794476219942453e+02
3.449627687728961778e+00,1.875340972569604148e+01
1.217576617669618777e+00,1.611294849640545479e+00
5.023909782620484599e+00,1.216735014940791046e+02
9.821949513470972448e+00,8.286036645967749337e+02
-6.095599504287251280e-01,4.806774681359992307e+00
6.468763789891905702e+00,1.887745452685637133e+02
8.650423153966503520e+00,6.290309428431079368e+02
1.329967105812557282e+00,8.049371346458963905e-02
8.314183863668228369e+00,4.637344517478235844e+02
4.027400183227645591e+00,2.914355176205735276e+01
3.563811633001975121e+00,1.936314026503706742e+01
1.288735526771769502e+00,5.257264967605802808e-02
2.687166163640527294e+00,4.957810664550986068e+00
4.449461832527770611e+00,5.288250890918958902e+01
4.818248151665159185e+00,6.599144813084714656e+01
8.615040757586688969e+00,5.860991611454759322e+02
3.414008280536037443e+00,2.702877451432582134e+01
9.642315279260516903e+00,7.690413658615232180e+02
4.431824302545780192e+00,4.905980533947790434e+01
8.710171296353282244e+00,4.609766706247867205e+02
9.086213978330414776e+00,6.177597475070491555e+02
1.316935184747296539e+00,4.276155282473768082e-01
9.361287184468917388e+00,5.938442097231483103e+02
7.745829063053292884e+00,2.896964757475628858e+02
4.127235607465157052e+00,3.173630103804398672e+01
8.999891080547724798e+00,5.951597899444950599e+02
5.746142784107051149e+00,1.230498011909166678e+02
4.685383277129654189e+00,4.443165734004943346e+01
6.049618069944550314e+00,1.522839766612307812e+02
5.772277017053496273e+00,1.151606158649656635e+02
2.422421177853774754e+00,1.786634183488780447e+00
5.929756385371907967e+00,9.859068632190452774e+01
1.399862953087094741e+00,4.176140858565878800e-01
6.901344175946457327e+00,2.772140205628101057e+02
6.301845789536879572e+00,2.110068887387604093e+02
8.038124821789583763e+00,4.546449082836363118e+02
5.209895274925600006e+00,1.386629259425506291e+02
9.599915989712210163e+00,8.136811694544545617e+02
1.995964351306423579e+00,8.569051182735099026e-02
7.652047180784072644e+00,3.278781221288973029e+02
2.947807047517837287e+00,1.425686139679404896e+01
3.532769974538921609e+00,1.502975352976957524e+01
1.766898140111231141e+00,5.239937133835108618e-01
9.413764415742495117e+00,5.760448213775624708e+02
1.009343548934378720e+00,1.508555076846136878e+00
5.471379735905081532e+00,1.493114013893490437e+02
5.331503730415999343e+00,8.058445733316409587e+01
2.318848778979348157e+00,3.693477826740619641e+00
1.513893020836387437e+00,2.115391252517692111e-01
1.689926554204372655e+00,1.347405720132991203e+00
1.589069323751941987e+00,2.963036304949624444e-01
7.347337077667678962e+00,3.255629538459879200e+02
7.538186771784621598e+00,3.609875234674144053e+02
5.310491342844317231e+00,9.541043004220044565e+01
1.133279554630620689e+00,5.109182670534067050e-01
6.655204202269544567e+00,2.063206598928772735e+02
1.563125527507522206e+00,3.148346346330658463e+00
4.908385235394786328e+00,7.475392245294389681e+01
2.725584976454948016e+00,8.622532968421779742e+00
4.875263503809419419e+00,6.169673269893777956e+01
6.333190543559068242e-02,4.403455290589483262e+00
5.353725535933232749e+00,1.212351526053694499e+02
1.217048193203840833e+00,1.711604992039181816e-01
6.797805335491344358e+00,2.564157445514850906e+02
7.772742199421132980e+00,3.416674515649976911e+02
2.597788393803530660e+00,2.235390417952804132e+00
1.365655283626236560e+00,1.027369236215168291e+00
3.941010141302593972e+00,2.751643653073876195e+01
3.187161743927085844e+00,1.313267208564005628e+01
8.338352962006947422e+00,4.082871072484443289e+02
8.605200605181350326e+00,5.624487570424591922e+02
2.723549553151723313e+00,9.346890999768383779e+00
6.464281295473631062e+00,2.496135754647488056e+02
2.199447517625933823e+00,1.933627598108648371e+00
1.047903517541013230e+01,8.134282933774743469e+02
5.836330660380014024e+00,1.453191462323369478e+02
1.485413105750847285e+00,1.891717946918221871e-01
1.553369370664940297e+00,4.979817996793390877e-01
3.748282521257628286e+00,3.417482058981251214e+01
9.433597164135752777e+00,7.606000562601960837e+02
4.563380427989266686e+00,9.530098105870357017e+01
2.923586242232104837e+00,7.994326027065297602e+00
7.743900642358480191e+00,3.804321469907547453e+02
4.981041288065074291e+00,1.009002995949442152e+02
1.664338193773261088e+00,5.693050474159597751e-01
4.895105048441351636e-01,2.423904601293800809e+00
9.333935919791652935e+00,6.419153947570682703e+02
7.451564394276941172e+00,3.166557176159399773e+02
2.122578911520233813e+00,2.450714701092577386e+00
9.429439192019074767e+00,7.515156951750282133e+02
3.315904274620562919e+00,2.302167196962857432e+01
9.123616797631658670e+00,6.118541086335897035e+02
1.007303024381562118e+01,7.969848682123395065e+02
2.090363630272598083e+00,1.606083663734051425e-01
3.362606716431118414e+00,1.922534319776772804e+01
1.029988528405319848e+01,8.477606972327554331e+02
8.654828325658558086e+00,4.416635174524209333e+02
9.191090246019847143e+00,6.514168000524852005e+02
9.159122236103106829e+00,7.738992561086307660e+02
5.316386048480612025e+00,9.025338778542943885e+01
1.476806619937431453e+00,5.705923365723424290e-01
6.602729705672007121e+00,2.106829007686969248e+02
7.259696762087803457e+00,2.230646792995167687e+02
8.700668463237207106e+00,4.793595419520071346e+02
5.473451845452960818e+00,1.072108861349334603e+02
6.073203541519035298e+00,1.850616253672176583e+02
8.199328169918073783e+00,5.151624772541325683e+02
8.655032318353935494e+00,5.866084289225329940e+02
1.846777394451764032e+00,2.136808157091581339e+00
7.602456437658358546e+00,2.907525071635683958e+02
4.871949474914336164e+00,9.378118930237747009e+01
4.552956889592731926e+00,5.691730531530971859e+01
9.470108458544325813e+00,7.122548629118299459e+02
7.432347984364724880e+00,3.050610105765831008e+02
7.601184675769148136e+00,4.089380859383779239e+02
1.980654467781307826e+00,7.098109622953476805e-01
8.461434741733503628e+00,5.531492042363695418e+02
3.466014214549390182e+00,2.914041699396135243e+01
6.782340782533686330e+00,2.409705022002204942e+02
9.073967604503986095e+00,6.235754826744704360e+02
8.793007118202668337e+00,4.195656462752230027e+02
2.214277603246944004e+00,2.614297280495701870e+00
8.827163528000047776e+00,6.746617218306668065e+02
5.922546804256568542e+00,1.239679348974143096e+02
3.569098707895575817e+00,2.787116964134431640e+01
2.683003771227303158e+00,9.498735278840200635e+00
4.311720905938389414e+00,7.074548579851335717e+01
5.377404994479697109e+00,9.191766064261646818e+01
7.588721133346105319e+00,3.780580869817375174e+02
4.593464861046573589e+00,6.635433632321135633e+01
5.732343415795617680e+00,1.408017055337072918e+02
5.115814049077734182e+00,7.935691436941559118e+01
6.490994794468556428e+00,1.680201350499551722e+02
3.886604767139986150e-01,3.230350585799866892e+00
9.716392507235889653e+00,8.042453418699709573e+02
3.806124512173227892e+00,3.311792860974021124e+01
2.861233298458467189e+00,6.785326639631292345e+00
3.004407242832091152e-01,3.289525885978409558e+00
9.231339883192475781e+00,5.983877402038385753e+02
2.633380644997709297e+00,9.419082454401677129e-01
4.026046629958193179e+00,4.649421715233835073e+01
7.933292044452513458e+00,3.717449148380717929e+02
3.585698674256117435e+00,4.099363831070277797e+01
4.668145454833834584e+00,7.220619076964723604e+01
4.635304926021829530e+00,4.729335372014760708e+01
7.006404583453003099e+00,2.690523915521739013e+02
2.410308977235487982e-01,4.584960036480324241e+00
4.900092498413619602e+00,6.658036617667698920e+01
5.249163825370220415e+00,1.208734804966793774e+02
1.458439103155041883e+00,1.211562576058940133e+00
4.596660453642458233e-01,2.665417484154383843e+00
7.978871347098083433e+00,3.487943512913057589e+02
4.022166130026750608e+00,4.467760953245091571e+01
6.862030048362860235e+00,1.779400718223978117e+02
9.052774704196988154e+00,7.122664748106449224e+02
8.110119297068576927e+00,4.086034897095656788e+02
5.420097878420385484e+00,1.223187479133185320e+02
8.092190254342243705e+00,4.013133142363897718e+02
6.307756709744727353e+00,2.037694366198724651e+02
4.761206255735965343e+00,9.317081725897494948e+01
3.286151038576344607e+00,1.271920622275870905e+01
6.219142748426691902e+00,1.823977033031660540e+02
9.962048445917528028e+00,7.550638713263945192e+02
9.575883735568048394e+00,7.038859492042344073e+02
3.369922161591733634e+00,2.030709848765127035e+01
7.280850563550389509e-01,2.994290216615169253e+00
5.526669311689153652e+00,1.477433455799136368e+02
7.483749545189465557e+00,3.282493893193311010e+02
3.940884445488904042e+00,4.016934509911985884e+01
3.037386429667991994e+00,1.523529703964131876e+01
4.020101367198738451e+00,3.426672856106663545e+01
5.350771489992407481e+00,8.651783260346520876e+01
7.924820774797003420e-01,2.881518507150206965e+00
4.304126039537635506e+00,5.028224029713270227e+01
5.612261175800135504e+00,1.561816837956215238e+02
7.720378613535773482e+00,3.595998065236888124e+02
2.606779788365427120e+00,2.650611366530035262e+00
9.085930742373605540e+00,5.482345840298519306e+02
4.011677039529608635e+00,2.264600730980286514e+01
8.874065483152236311e+00,5.515558842824743806e+02
5.017929326131040924e+00,9.463941487421601551e+01
7.202797685521139748e+00,2.860864228665623159e+02
9.181100307582804376e+00,6.171956505621531051e+02
6.187420126248491803e-01,3.667543068021725361e+00
4.860906597683271713e+00,7.180770892864579480e+01
2.629191040075073982e+00,6.101042645943559606e+00
1.619128361223490575e+00,-4.403779141901309480e-02
1.001990401308515821e+01,7.334347948095198717e+02
1.024024931218467671e+01,8.636562020427707012e+02
5.347490916415117645e+00,1.098283767839870961e+02
1.863263071628904477e+00,6.748604707736483022e-01
7.718772369073797712e+00,4.307917769123820904e+02
6.441293152401300626e-01,2.791290920579849733e+00
5.219979157502374179e+00,1.034035499351489023e+02
5.300768398512611057e+00,1.028357453047155730e+02
1.024916380000518323e+00,5.952267790443863671e-01
3.895471997081362048e+00,3.158828556716788682e+01
5.323266659288948155e+00,7.877793112696795674e+01
2.638127045952598060e+00,6.538012577021715899e+00
6.862555776190419898e+00,2.538551229380111067e+02
7.332099537316848270e+00,2.854393576961597887e+02
9.447195040675861577e+00,8.153225044440255260e+02
2.841817224830295974e+00,1.202176447929617176e+01
1.252882605369409097e+00,4.635567894801793931e-02
9.581918781508885985e+00,7.242764339948936367e+02
3.325845057153125950e+00,1.760234322311065114e+01
4.218215687864563357e+00,5.518990412908286203e+01
1.055027673124121712e+01,8.426756813930337557e+02
4.587857518279133018e+00,6.762178178368233716e+01
9.495442604681039178e-01,8.302175445064658987e-01
1.896614942688499283e+00,1.594330821947115839e-01
2.446751734133941536e+00,1.928333808548907458e+00
4.440634699151060794e+00,5.689386264526291370e+01
8.118658923876450828e+00,3.888798787812535807e+02
3.115716787978602298e+00,2.109677087533144046e+01
4.925714165703501735e+00,7.951448461406251056e+01
4.366775180690935620e+00,5.573557304406627821e+01
